トークン	品詞
から見て	['助詞', '動詞', '助詞']
長に就任した	['名詞', '助詞', '名詞', '動詞', '助動詞']
と名付けた	['助詞', '動詞', '助動詞']
を題材にした	['助詞', '名詞', '助詞', '動詞', '助動詞']
側面に	['名詞', '助詞']
名の由来	['名詞', '助詞', '名詞']
も受け	['助詞', '動詞']
になるまで	['助詞', '動詞', '助詞']
と伝わる	['助詞', '動詞']
も行った	['助詞', '動詞', '助動詞']
を取り戻す	['助詞', '動詞']
を起こして	['助詞', '動詞', '助詞']
の一部である	['助詞', '名詞', '助動詞', '助動詞']
をはじめとした	['助詞', '名詞', '助詞', '動詞', '助動詞']
を訪問し	['助詞', '名詞', '動詞']
に集中し	['助詞', '名詞', '動詞']
は不明だが	['助詞', '名詞', '助動詞', '助詞']
を保有し	['助詞', '名詞', '動詞']
ことを発表した	['名詞', '助詞', '名詞', '動詞', '助動詞']
が続いている	['助詞', '動詞', '助詞', '動詞']
に帰国し	['助詞', '名詞', '動詞']
発言を	['名詞', '助詞']
を越え	['助詞', '動詞']
役を演じた	['名詞', '助詞', '動詞', '助動詞']
を控え	['助詞', '名詞']
へ向かった	['助詞', '動詞', '助動詞']
っておらず	['助詞', '動詞', '助動詞']
と提携し	['助詞', '名詞', '動詞']
必要があり	['名詞', '助詞', '動詞']
へ移転	['助詞', '名詞']
を発表している	['助詞', '名詞', '動詞', '助詞', '動詞']
が失われ	['助詞', '動詞', '動詞']
その他にも	['名詞', '助詞', '助詞']
に改称した	['助詞', '名詞', '動詞', '助動詞']
特典として	['名詞', '助詞']
を避ける	['助詞', '動詞']
に完成した	['助詞', '名詞', '動詞', '助動詞']
っていなかった	['助詞', '動詞', '助動詞', '助動詞']
に乗る	['助詞', '動詞']
に葬られた	['助詞', '動詞', '動詞', '助動詞']
年にアメリカ	['名詞', '助詞', '名詞']
彼と	['名詞', '助詞']
が訪れる	['助詞', '動詞']
を継ぎ	['助詞', '動詞']
を狙った	['助詞', '動詞', '助動詞']
に配備され	['助詞', '名詞', '動詞', '動詞']
前まで	['名詞', '助詞']
に優れ	['助詞', '動詞']
日の第	['名詞', '助詞', '接頭詞']
を歴任し	['助詞', '名詞', '動詞']
負けを喫した	['名詞', '助詞', '動詞', '助動詞']
単一の	['名詞', '助詞']
ことを意味する	['名詞', '助詞', '名詞', '動詞']
を批判し	['助詞', '名詞', '動詞']
をもうけた	['助詞', '動詞', '助動詞']
に放送された	['助詞', '名詞', '動詞', '動詞', '助動詞']
を重ねた	['助詞', '動詞', '助動詞']
を購入する	['助詞', '名詞', '動詞']
同年には	['名詞', '助詞', '助詞']
に対応するため	['助詞', '名詞', '動詞', '名詞']
を手掛けた	['助詞', '動詞', '助動詞']
は北緯	['助詞', '名詞']
を含んだ	['助詞', '動詞', '助動詞']
位に入った	['名詞', '助詞', '動詞', '助動詞']
やその他の	['助詞', '名詞', '助詞']
の甥	['助詞', '名詞']
本物の	['名詞', '助詞']
を目的とする	['助詞', '名詞', '助詞', '動詞']
稀に	['名詞', '助詞']
三つの	['名詞', '助詞']
に残った	['助詞', '動詞', '助動詞']
の一環	['助詞', '名詞']
をもたらし	['助詞', '動詞']
を行わ	['助詞', '動詞']
金メダルを獲得した	['名詞', '助詞', '名詞', '動詞', '助動詞']
を配置し	['助詞', '名詞', '動詞']
に入社し	['助詞', '名詞', '動詞']
を喫した	['助詞', '動詞', '助動詞']
事になる	['名詞', '助詞', '動詞']
が付いた	['助詞', '動詞', '助動詞']
現地で	['名詞', '助詞']
戦後に	['名詞', '助詞']
効果がある	['名詞', '助詞', '動詞']
現場で	['名詞', '助詞']
を図るため	['助詞', '動詞', '名詞']
を構築し	['助詞', '名詞', '動詞']
が集まる	['助詞', '動詞']
負けを喫し	['名詞', '助詞', '動詞']
と判断した	['助詞', '名詞', '動詞', '助動詞']
に復	['助詞', '名詞']
が変わる	['助詞', '動詞']
一つは	['名詞', '助詞']
事が多い	['名詞', '助詞', '形容詞']
と表記される	['助詞', '名詞', '動詞', '動詞']
か月間	['助詞', '名詞']
を要求する	['助詞', '名詞', '動詞']
とみなし	['助詞', '動詞']
へ入団	['助詞', '名詞']
の一人として	['助詞', '名詞', '名詞', '助詞']
を運営する	['助詞', '名詞', '動詞']
近くにある	['名詞', '助詞', '動詞']
を痛め	['助詞', '動詞']
に任命される	['助詞', '名詞', '動詞', '動詞']
を派遣して	['助詞', '名詞', '動詞', '助詞']
と判断し	['助詞', '名詞', '動詞']
段階では	['名詞', '助詞', '助詞']
を重視した	['助詞', '名詞', '動詞', '助動詞']
に合わせた	['助詞', '動詞', '助動詞']
が得られ	['助詞', '動詞', '動詞']
に渡った	['助詞', '動詞', '助動詞']
日のダイヤ改正	['名詞', '助詞', '名詞', '名詞']
翌日に	['名詞', '助詞']
全体として	['名詞', '助詞']
ていれば	['助詞', '動詞', '助詞']
ろうとする	['名詞', '助詞', '動詞']
影響を及ぼし	['名詞', '助詞', '動詞']
が可能となった	['助詞', '名詞', '助詞', '動詞', '助動詞']
に適	['助詞', '名詞']
方面への	['名詞', '助詞', '助詞']
と推測されている	['助詞', '名詞', '動詞', '動詞', '助詞', '動詞']
人が死亡	['名詞', '助詞', '名詞']
が出ている	['助詞', '動詞', '助詞', '動詞']
の異名	['助詞', '名詞']
を説明する	['助詞', '名詞', '動詞']
を計画し	['助詞', '名詞', '動詞']
年の時点で	['名詞', '助詞', '名詞', '助詞']
を合わせた	['助詞', '動詞', '助動詞']
を使用すること	['助詞', '名詞', '動詞', '名詞']
が現れた	['助詞', '動詞', '助動詞']
南側に	['名詞', '助詞']
をつくる	['助詞', '動詞']
それに伴い	['名詞', '助詞', '動詞']
へい	['助詞', '動詞']
に到着する	['助詞', '名詞', '動詞']
を形成した	['助詞', '名詞', '動詞', '助動詞']
世界中で	['名詞', '助詞']
に昇進し	['助詞', '名詞', '動詞']
を施し	['助詞', '動詞']
に接続する	['助詞', '名詞', '動詞']
の様子を	['助詞', '名詞', '助詞']
が進められた	['助詞', '動詞', '動詞', '助動詞']
ろうとした	['名詞', '助詞', '動詞', '助動詞']
誰でも	['名詞', '助詞', '助詞']
を放ち	['助詞', '動詞']
を提示し	['助詞', '名詞', '動詞']
を送って	['助詞', '動詞', '助詞']
を確立した	['助詞', '名詞', '動詞', '助動詞']
に及んだ	['助詞', '動詞', '助動詞']
から来た	['助詞', '動詞', '助動詞']
姿を消した	['名詞', '助詞', '動詞', '助動詞']
を下し	['助詞', '動詞']
旧来の	['名詞', '助詞']
の指揮官	['助詞', '名詞', '名詞']
に専念する	['助詞', '名詞', '動詞']
と比べると	['助詞', '動詞', '助詞']
も含めた	['助詞', '動詞', '助動詞']
に属す	['助詞', '動詞']
を犯し	['助詞', '動詞']
を購入した	['助詞', '名詞', '動詞', '助動詞']
として機能し	['助詞', '名詞', '動詞']
に係る	['助詞', '動詞']
で用いられる	['助詞', '動詞', '動詞']
注目を集めた	['名詞', '助詞', '動詞', '助動詞']
を支払う	['助詞', '動詞']
を喫し	['助詞', '動詞']
を産む	['助詞', '動詞']
を築いて	['助詞', '動詞', '助詞']
に分かれて	['助詞', '動詞', '助詞']
たりする	['助詞', '動詞']
の間に生まれた	['助詞', '名詞', '助詞', '動詞', '助動詞']
を生成する	['助詞', '名詞', '動詞']
を選び	['助詞', '動詞']
人の息子	['名詞', '助詞', '名詞']
下部に	['名詞', '助詞']
と考えられた	['助詞', '動詞', '動詞', '助動詞']
が続いていた	['助詞', '動詞', '助詞', '動詞', '助動詞']
を展開し	['助詞', '名詞', '動詞']
を変えた	['助詞', '動詞', '助動詞']
内部で	['名詞', '助詞']
を目指している	['助詞', '動詞', '助詞', '動詞']
が継いだ	['助詞', '動詞', '助動詞']
に繋がる	['助詞', '動詞']
と戦った	['助詞', '動詞', '助動詞']
に移って	['助詞', '動詞', '助詞']
を繰り返した	['助詞', '動詞', '助動詞']
の際は	['助詞', '名詞', '助詞']
活動を再開	['名詞', '助詞', '名詞']
現在に至るまで	['名詞', '助詞', '動詞', '助詞']
こととなり	['名詞', '助詞', '動詞']
を招いて	['助詞', '動詞', '助詞']
が用いられた	['助詞', '動詞', '動詞', '助動詞']
を出している	['助詞', '動詞', '助詞', '動詞']
を兼務	['助詞', '名詞']
名の由来は	['名詞', '助詞', '名詞', '助詞']
高校では	['名詞', '助詞', '助詞']
日に開催された	['名詞', '助詞', '名詞', '動詞', '動詞', '助動詞']
と区別	['助詞', '名詞']
に就いて	['助詞', '動詞', '助詞']
という点で	['助詞', '名詞', '助動詞']
として扱われる	['助詞', '動詞', '動詞']
を解決する	['助詞', '名詞', '動詞']
に由来している	['助詞', '名詞', '動詞', '助詞', '動詞']
に埋葬された	['助詞', '名詞', '動詞', '動詞', '助動詞']
といえば	['助詞', '動詞', '助詞']
に対抗する	['助詞', '名詞', '動詞']
を仕掛け	['助詞', '名詞']
らによる	['名詞', '助詞']
記録を更新	['名詞', '助詞', '名詞']
の長男として生まれる	['助詞', '名詞', '助詞', '動詞']
を指揮し	['助詞', '名詞', '動詞']
にさらされ	['助詞', '動詞', '動詞']
単純に	['名詞', '助詞']
を積んだ	['助詞', '動詞', '助動詞']
東側に	['名詞', '助詞']
科を卒業	['名詞', '助詞', '名詞']
を行なっている	['助詞', '動詞', '助詞', '動詞']
を結んでいる	['助詞', '動詞', '助詞', '動詞']
裁判で	['名詞', '助詞']
中止となった	['名詞', '助詞', '動詞', '助動詞']
が集まり	['助詞', '動詞']
に連れて	['助詞', '動詞', '助詞']
を演奏し	['助詞', '名詞', '動詞']
を用意し	['助詞', '名詞', '動詞']
と契約し	['助詞', '名詞', '動詞']
問題がある	['名詞', '助詞', '動詞']
に改められた	['助詞', '動詞', '動詞', '助動詞']
を歌った	['助詞', '動詞', '助動詞']
まれに	['名詞', '助詞']
の一つであり	['助詞', '名詞', '助動詞', '助動詞']
ようとしていた	['名詞', '助詞', '動詞', '助詞', '動詞', '助動詞']
の地点で	['助詞', '名詞', '助詞']
途中から	['名詞', '助詞']
徹底的に	['名詞', '助詞']
に失敗し	['助詞', '名詞', '動詞']
と結婚する	['助詞', '名詞', '動詞']
ものが多く	['名詞', '助詞', '名詞']
の成績を残した	['助詞', '名詞', '助詞', '動詞', '助動詞']
がある場合	['助詞', '動詞', '名詞']
を収めた	['助詞', '動詞', '助動詞']
が進められている	['助詞', '動詞', '動詞', '助詞', '動詞']
と交流	['助詞', '名詞']
を記した	['助詞', '動詞', '助動詞']
に進出し	['助詞', '名詞', '動詞']
を好み	['助詞', '動詞']
を手掛ける	['助詞', '動詞']
に誘われ	['助詞', '動詞', '動詞']
に成立した	['助詞', '名詞', '動詞', '助動詞']
を習得	['助詞', '名詞']
に買収され	['助詞', '名詞', '動詞', '動詞']
として登場する	['助詞', '名詞', '動詞']
に移転し	['助詞', '名詞', '動詞']
内側に	['名詞', '助詞']
を離れて	['助詞', '動詞', '助詞']
を意識した	['助詞', '名詞', '動詞', '助動詞']
は不可能	['助詞', '名詞']
昔から	['名詞', '助詞']
を保護する	['助詞', '名詞', '動詞']
に失敗した	['助詞', '名詞', '動詞', '助動詞']
を創設した	['助詞', '名詞', '動詞', '助動詞']
自らも	['名詞', '助詞']
教育を受け	['名詞', '助詞', '動詞']
を身につけ	['助詞', '名詞', '助詞']
に任ぜられた	['助詞', '名詞', '助詞', '動詞', '助動詞']
に移され	['助詞', '動詞', '動詞']
を見ることができる	['助詞', '動詞', '名詞', '助詞', '動詞']
年に卒業	['名詞', '助詞', '名詞']
へ向けて	['助詞', '動詞', '助詞']
に入学した	['助詞', '名詞', '動詞', '助動詞']
を経由する	['助詞', '名詞', '動詞']
に貢献し	['助詞', '名詞', '動詞']
を占領し	['助詞', '名詞', '動詞']
ゆかりの	['名詞', '助詞']
に分布し	['助詞', '名詞', '動詞']
を持つこと	['助詞', '動詞', '名詞']
現在に至っている	['名詞', '助詞', '動詞', '助詞', '動詞']
を開催し	['助詞', '名詞', '動詞']
を開いて	['助詞', '動詞', '助詞']
を殺害した	['助詞', '名詞', '動詞', '助動詞']
歌手として	['名詞', '助詞']
を増し	['助詞', '動詞']
に合流し	['助詞', '名詞', '動詞']
にちなむ	['助詞', '動詞']
王座を獲得	['名詞', '助詞', '名詞']
事ができる	['名詞', '助詞', '動詞']
もあれば	['助詞', '動詞', '助詞']
ものと思われる	['名詞', '助詞', '動詞', '動詞']
普段は	['名詞', '助詞']
下記の	['名詞', '助詞']
作家として	['名詞', '助詞']
厳密には	['名詞', '助詞', '助詞']
を越えた	['助詞', '動詞', '助動詞']
に任ぜられる	['助詞', '名詞', '助詞', '動詞']
歳で死去した	['名詞', '助詞', '名詞', '動詞', '助動詞']
世紀にかけて	['名詞', '助詞']
が高まった	['助詞', '動詞', '助動詞']
を待つ	['助詞', '動詞']
と評され	['助詞', '動詞', '動詞']
の住人	['助詞', '名詞']
を挙げて	['助詞', '動詞', '助詞']
を設けて	['助詞', '動詞', '助詞']
に異動	['助詞', '名詞']
を含んでいる	['助詞', '動詞', '助詞', '動詞']
年に発表された	['名詞', '助詞', '名詞', '動詞', '動詞', '助動詞']
を目指していた	['助詞', '動詞', '助詞', '動詞', '助動詞']
て来た	['助詞', '動詞', '助動詞']
現代では	['名詞', '助詞', '助詞']
日本の漫画家	['名詞', '助詞', '名詞', '名詞']
に起用され	['助詞', '名詞', '動詞', '動詞']
を殺した	['助詞', '動詞', '助動詞']
を与えて	['助詞', '動詞', '助詞']
に書かれた	['助詞', '動詞', '動詞', '助動詞']
に従った	['助詞', '動詞', '助動詞']
が建てられた	['助詞', '動詞', '動詞', '助動詞']
の最中に	['助詞', '名詞', '助詞']
を得ていた	['助詞', '動詞', '助詞', '動詞', '助動詞']
にちなんだ	['助詞', '動詞', '助動詞']
基ずつ	['名詞', '助詞']
に包まれ	['助詞', '動詞', '動詞']
ことを知る	['名詞', '助詞', '動詞']
注目を浴び	['名詞', '助詞', '動詞']
が目立つ	['助詞', '動詞']
